especie,nombre,ultimo,var,hora
BROS,Dutch Bros Inc. Class A Common Stock,$27.91,0.977%,2023-06-27 20:16:06.697
BRP,BRP Group Inc. (Insurance Company) Class A Common Stock,$24.96,0.08%,2023-06-27 20:16:06.697
BRQS,Borqs Technologies Inc. Ordinary Shares,$0.1974,-0.554%,2023-06-27 20:16:06.697
BRSH,Bruush Oral Care Inc. Common Stock,$0.25,-25.15%,2023-06-27 20:16:06.697
BRSHW,Bruush Oral Care Inc. Warrant,$0.06,-45.455%,2023-06-27 20:16:06.697
BRSP,BrightSpire Capital Inc. Class A Common Stock,$6.68,1.829%,2023-06-27 20:16:06.697
BRT,BRT Apartments Corp. (MD) Common Stock,$19.67,1.706%,2023-06-27 20:16:06.697
BRTX,BioRestorative Therapies Inc. Common Stock (NV),$4.94,-23.883%,2023-06-27 20:16:06.697
BRW,Saba Capital Income & Opportunities Fund SBI,$7.67,-0.904%,2023-06-27 20:16:06.697
BRX,Brixmor Property Group Inc. Common Stock,$21.69,2.023%,2023-06-27 20:16:06.697
BRY,Berry Corporation (bry) Common Stock,$6.65,-0.894%,2023-06-27 20:16:06.697
BRZE,Braze Inc. Class A Common Stock,$41.22,4.407%,2023-06-27 20:16:06.697
BSAC,Banco Santander - Chile ADS,$18.36,-0.864%,2023-06-27 20:16:06.697
BSAQ,Black Spade Acquisition Co Class A Ordinary Shares,$10.33,0.097%,2023-06-27 20:16:06.697
BSBK,Bogota Financial Corp. Common Stock,$8.18,1.238%,2023-06-27 20:16:06.697
BSBR,Banco Santander Brasil SA American Depositary Shares each representing one unit,$6.37,-1.393%,2023-06-27 20:16:06.697
BSET,Bassett Furniture Industries Incorporated Common Stock,$15.06,2.799%,2023-06-27 20:16:06.697
BSFC,Blue Star Foods Corp. Common Stock,$1.30,9.244%,2023-06-27 20:16:06.697
BSGM,BioSig Technologies Inc. Common Stock,$1.23,6.034%,2023-06-27 20:16:06.697
BSIG,BrightSphere Investment Group Inc. Common Stock,$20.51,0.985%,2023-06-27 20:16:06.697
BSL,Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,$12.64,0.637%,2023-06-27 20:16:06.697
BSM,Black Stone Minerals L.P. Common units representing limited partner interests,$15.84,-0.063%,2023-06-27 20:16:06.697
BSQR,BSQUARE Corporation Common Stock,$1.32,1.538%,2023-06-27 20:16:06.697
BSRR,Sierra Bancorp Common Stock,$17.10,-1.099%,2023-06-27 20:16:06.697
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,$33.72,1.475%,2023-06-27 20:16:06.697
BSTZ,BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest,$17.78,1.08%,2023-06-27 20:16:06.697
BSVN,Bank7 Corp. Common stock,$24.19,3.909%,2023-06-27 20:16:06.697
BSX,Boston Scientific Corporation Common Stock,$53.49,-0.019%,2023-06-27 20:16:06.697
BSY,Bentley Systems Incorporated Class B Common Stock,$52.72,1.796%,2023-06-27 20:16:06.697
BTA,BlackRock Long-Term Municipal Advantage Trust BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,$9.67,0.52%,2023-06-27 20:16:06.697
BTAI,BioXcel Therapeutics Inc. Common Stock,$17.02,-2.854%,2023-06-27 20:16:06.697
BTB,Bit Brother Limited Class A Ordinary Shares,$0.55,-1.786%,2023-06-27 20:16:06.697
BTBD,BT Brands Inc. Common Stock,$2.41,-1.23%,2023-06-27 20:16:06.697
BTBDW,BT Brands Inc. Warrant,$0.2164,0.00%,2023-06-27 20:16:06.697
BTBT,Bit Digital Inc. Ordinary Shares,$4.48,11.721%,2023-06-27 20:16:06.697
BTCM,BIT Mining Limited ADS,$2.57,-0.388%,2023-06-27 20:16:06.697
BTCS,BTCS Inc. Common Stock,$1.1999,2.556%,2023-06-27 20:16:06.697
BTCY,Biotricity Inc. Common Stock,$0.59,-5.841%,2023-06-27 20:16:06.697
BTDR,Bitdeer Technologies Group Class A Ordinary Shares,$10.54,-4.182%,2023-06-27 20:16:06.697
BTE,Baytex Energy Corp Common Shares,$3.02,-1.307%,2023-06-27 20:16:06.697
BTG,B2Gold Corp Common shares (Canada),$3.50,-1.685%,2023-06-27 20:16:06.697
BTI,British American Tobacco  Industries p.l.c. Common Stock ADR,$33.22,-0.36%,2023-06-27 20:16:06.697
BTMD,Biote Corp. Class A Common Stock,$6.50,-0.154%,2023-06-27 20:16:06.697
BTMDW,Biote Corp. Warrant,$1.39,0.00%,2023-06-27 20:16:06.697
BTO,John Hancock Financial Opportunities Fund Common Stock,$26.43,1.303%,2023-06-27 20:16:06.697
BTOG,Bit Origin Limited Ordinary Shares,$2.10,6.351%,2023-06-27 20:16:06.697
BTT,BlackRock Municipal 2030 Target Term Trust,$20.80,-0.192%,2023-06-27 20:16:06.697
BTTR,Better Choice Company Inc. Common Stock,$0.2498,4.083%,2023-06-27 20:16:06.697
BTTX,Better Therapeutics Inc. Common Stock,$0.929,-2.733%,2023-06-27 20:16:06.697
BTU,Peabody Energy Corporation Common Stock ,$21.07,1.396%,2023-06-27 20:16:06.697
BTWN,Bridgetown Holdings Limited Class A Ordinary Shares,$10.25,0.196%,2023-06-27 20:16:06.697
BTWNU,Bridgetown Holdings Limited Units,$10.27,0.00%,2023-06-27 20:16:06.697
BTWNW,Bridgetown Holdings Limited Warrants,$0.22,-0.045%,2023-06-27 20:16:06.697
BTZ,BlackRock Credit Allocation Income Trust,$10.18,0.098%,2023-06-27 20:16:06.697
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),$56.53,0.302%,2023-06-27 20:16:06.697
BUI,BlackRock Utility Infrastructure & Power Opportunities Trust,$22.10,-0.226%,2023-06-27 20:16:06.697
BUR,Burford Capital Limited Ordinary Shares,$12.16,-0.246%,2023-06-27 20:16:06.697
BURL,Burlington Stores Inc. Common Stock,$156.39,-0.14%,2023-06-27 20:16:06.697
BURU,Nuburu Inc. Common Stock,$0.6507,0.108%,2023-06-27 20:16:06.697
BUSE,First Busey Corporation Class A Common Stock,$19.87,0.71%,2023-06-27 20:16:06.697
BV,BrightView Holdings Inc. Common Stock,$7.15,0.281%,2023-06-27 20:16:06.697
BVH,Bluegreen Vacations Holding Corporation Class A Common Stock,$33.86,1.835%,2023-06-27 20:16:06.697
BVN,Buenaventura Mining Company Inc.,$7.22,-3.862%,2023-06-27 20:16:06.697
BVS,Bioventus Inc. Class A Common Stock,$2.98,7.194%,2023-06-27 20:16:06.697
BVXV,BiondVax Pharmaceuticals Ltd. American Depositary Shares,$1.40,-0.709%,2023-06-27 20:16:06.697
BW,Babcock & Wilcox Enterprises Inc. Common Stock,$5.89,1.727%,2023-06-27 20:16:06.697
BW^A,Babcock & Wilcox Enterprises Inc. 7.75% Series A Cumulative Perpetual Preferred Stock,$17.746,1.696%,2023-06-27 20:16:06.697
BWA,BorgWarner Inc. Common Stock,$46.35,2.454%,2023-06-27 20:16:06.697
BWAC,Better World Acquisition Corp. Common Stock,$10.89,0.092%,2023-06-27 20:16:06.697
BWACU,Better World Acquisition Corp. Unit,$10.94,0.091%,2023-06-27 20:16:06.697
BWACW,Better World Acquisition Corp. Warrants,$0.0165,0.61%,2023-06-27 20:16:06.697
BWAQ,Blue World Acquisition Corporation Class A Ordinary Shares,$10.62,0.00%,2023-06-27 20:16:06.697
BWAQR,Blue World Acquisition Corporation Right,$0.2331,0.043%,2023-06-27 20:16:06.697
BWAQU,Blue World Acquisition Corporation Unit,$10.94,-2.496%,2023-06-27 20:16:06.697
BWAQW,Blue World Acquisition Corporation Warrant,$0.08,0.00%,2023-06-27 20:16:06.697
BWAY,BrainsWay Ltd. American Depositary Shares,$2.30,0.00%,2023-06-27 20:16:06.697
BWB,Bridgewater Bancshares Inc. Common Stock,$9.92,-0.80%,2023-06-27 20:16:06.697
BWBBP,Bridgewater Bancshares Inc. Depositary Shares Each Representing a 1/100th Interest in a Share of 5.875% Non-Cumulative Perpetual Preferred Stock Series A,$15.60,-2.194%,2023-06-27 20:16:06.697
BWC,Blue Whale Acquisition Corp I Class A Ordinary Shares,$10.155,0.049%,2023-06-27 20:16:06.697
BWCAW,Blue Whale Acquisition Corp I Warrant,$0.0963,-13.165%,2023-06-27 20:16:06.697
BWEN,Broadwind Inc. Common Stock,$3.89,5.995%,2023-06-27 20:16:06.697
BWFG,Bankwell Financial Group Inc. Common Stock,$24.37,-0.693%,2023-06-27 20:16:06.697
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,$7.99,-0.498%,2023-06-27 20:16:06.697
BWMN,Bowman Consulting Group Ltd. Common Stock,$32.31,0.811%,2023-06-27 20:16:06.697
BWMX,Betterware de Mexico S.A.P.I. de C.V. Ordinary Shares,$13.21,-0.076%,2023-06-27 20:16:06.697
BWNB,Babcock & Wilcox Enterprises Inc. 6.50% Senior Notes due 2026,$20.87,-0.619%,2023-06-27 20:16:06.697
BWSN,Babcock & Wilcox Enterprises Inc. 8.125% Senior Notes due 2026,$23.7899,0.21%,2023-06-27 20:16:06.697
BWV,Blue Water Biotech Inc. Common Stock,$1.21,-4.724%,2023-06-27 20:16:06.697
BWXT,BWX Technologies Inc. Common Stock,$69.84,1.423%,2023-06-27 20:16:06.697
BX,Blackstone Inc. Common Stock,$91.33,2.872%,2023-06-27 20:16:06.697
BXC,Bluelinx Holdings Inc. Common Stock,$91.98,2.348%,2023-06-27 20:16:06.697
BXMT,Blackstone Mortgage Trust Inc. Common Stock,$20.56,2.697%,2023-06-27 20:16:06.697
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,$13.11,0.537%,2023-06-27 20:16:06.697
BXP,Boston Properties Inc. Common Stock,$57.75,2.05%,2023-06-27 20:16:06.697
BXRX,Baudax Bio Inc. Common Stock,$0.52,-0.934%,2023-06-27 20:16:06.697
BXSL,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,$27.39,0.551%,2023-06-27 20:16:06.697
BY,Byline Bancorp Inc. Common Stock,$18.13,1.003%,2023-06-27 20:16:06.697
BYD,Boyd Gaming Corporation Common Stock,$68.09,2.099%,2023-06-27 20:16:06.697
BYFC,Broadway Financial Corporation Common Stock,$1.01,-1.942%,2023-06-27 20:16:06.697
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,$11.17,0.54%,2023-06-27 20:16:06.697
BYN,Banyan Acquisition Corporation Class A Common Stock,$10.4358,0.538%,2023-06-27 20:16:06.697
BYND,Beyond Meat Inc. Common Stock,$12.41,3.849%,2023-06-27 20:16:06.697
BYNO,byNordic Acquisition Corporation Class A Common Stock,$10.58,0.00%,2023-06-27 20:16:06.697
BYNOU,byNordic Acquisition Corporation Units,$11.04,0.00%,2023-06-27 20:16:06.697
BYNOW,byNordic Acquisition Corporation Warrant,$0.0701,-34.791%,2023-06-27 20:16:06.697
BYRN,Byrna Technologies Inc. Common Stock,$4.50,0.446%,2023-06-27 20:16:06.697
BYSI,BeyondSpring Inc. Ordinary Shares,$1.19,3.478%,2023-06-27 20:16:06.697
BYTS,BYTE Acquisition Corp. Class A Ordinary Shares,$11.04,0.822%,2023-06-27 20:16:06.697
BYTSU,BYTE Acquisition Corp. Units,$11.65,4.018%,2023-06-27 20:16:06.697
BYTSW,BYTE Acquisition Corp. Warrants,$0.221,72.387%,2023-06-27 20:16:06.697
BZ,KANZHUN LIMITED American Depository Shares,$15.34,4.638%,2023-06-27 20:16:06.697
BZFD,BuzzFeed Inc. Class A Common Stock,$0.5099,1.98%,2023-06-27 20:16:06.697
BZFDW,BuzzFeed Inc. Warrant,$0.0575,-4.167%,2023-06-27 20:16:06.697
BZH,Beazer Homes USA Inc. Common Stock,$24.64,6.115%,2023-06-27 20:16:06.697
BZUN,Baozun Inc. American Depositary Shares,$3.95,1.542%,2023-06-27 20:16:06.697
C,Citigroup Inc. Common Stock,$46.40,0.346%,2023-06-27 20:16:06.697
C^J,Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg,$25.20,0.079%,2023-06-27 20:16:06.697
C^K,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K,$25.20,0.079%,2023-06-27 20:16:06.697
C^N,Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),$28.72,-0.07%,2023-06-27 20:16:06.697
CAAP,Corporacion America Airports SA Common Shares,$11.53,0.348%,2023-06-27 20:16:06.697
CAAS,China Automotive Systems Inc. Common Stock,$5.03,-0.789%,2023-06-27 20:16:06.697
CABA,Cabaletta Bio Inc. Common Stock,$12.01,-13.907%,2023-06-27 20:16:06.697
CABO,Cable One Inc. Common Stock,$666.23,3.834%,2023-06-27 20:16:06.697
CAC,Camden National Corporation Common Stock,$31.49,-1.316%,2023-06-27 20:16:06.697
CACC,Credit Acceptance Corporation Common Stock,$505.30,3.532%,2023-06-27 20:16:06.697
CACI,CACI International Inc. Class A Common Stock,$334.69,1.121%,2023-06-27 20:16:06.697
CACO,Caravelle International Group Ordinary Shares,$0.51,2.00%,2023-06-27 20:16:06.697
CADE,Cadence Bank Common Stock,$19.48,1.353%,2023-06-27 20:16:06.697
CADE^A,Cadence Bank 5.50% Series A ,$17.59,-0.114%,2023-06-27 20:16:06.697
CADL,Candel Therapeutics Inc. Common Stock,$1.31,5.645%,2023-06-27 20:16:06.697
CAE,CAE Inc. Ordinary Shares,$21.38,0.376%,2023-06-27 20:16:06.697
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,$12.73,1.192%,2023-06-27 20:16:06.697
CAG,ConAgra Brands Inc. Common Stock,$34.24,-0.117%,2023-06-27 20:16:06.697
CAH,Cardinal Health Inc. Common Stock,$93.09,0.867%,2023-06-27 20:16:06.697
CAKE,Cheesecake Factory Incorporated (The) Common Stock,$33.65,3.826%,2023-06-27 20:16:06.697
CAL,Caleres Inc. Common Stock,$24.05,-0.784%,2023-06-27 20:16:06.697
CALB,California BanCorp Common Stock,$14.54,1.253%,2023-06-27 20:16:06.697
CALC,CalciMedica Inc. Common Stock,$4.30,27.999%,2023-06-27 20:16:06.697
CALM,Cal-Maine Foods Inc. Common Stock,$44.42,-1.964%,2023-06-27 20:16:06.697
CALT,Calliditas Therapeutics AB American Depositary Shares,$16.20,-4.65%,2023-06-27 20:16:06.697
CALX,Calix Inc Common Stock,$48.55,1.718%,2023-06-27 20:16:06.697
CAMP,CalAmp Corp. Common Stock,$1.07,-17.692%,2023-06-27 20:16:06.697
CAMT,Camtek Ltd. Ordinary Shares,$33.23,5.425%,2023-06-27 20:16:06.697
CAN,Canaan Inc. American Depositary Shares,$2.21,9.406%,2023-06-27 20:16:06.697
CANB,Can B Corp.,$0.28,-2.405%,2023-06-27 20:16:06.697
CANF,Can-Fite Biopharma Ltd Sponsored ADR (Israel),$3.00,-3.537%,2023-06-27 20:16:06.697
CANG,Cango Inc. American Depositary Shares  each representing two (2) Class A Ordinary Shares,$1.15,-0.862%,2023-06-27 20:16:06.697
CANO,Cano Health Inc. Class A Common Stock,$1.20,0.00%,2023-06-27 20:16:06.697
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,$19.44,0.569%,2023-06-27 20:16:06.697
CAPR,Capricor Therapeutics Inc. Common Stock,$4.94,0.407%,2023-06-27 20:16:06.697
CAR,Avis Budget Group Inc. Common Stock,$224.81,0.223%,2023-06-27 20:16:06.697
CARA,Cara Therapeutics Inc. Common Stock,$3.47,7.099%,2023-06-27 20:16:06.697
CARE,Carter Bankshares Inc. Common Stock,$14.88,0.405%,2023-06-27 20:16:06.697
CARG,CarGurus Inc. Class A Common Stock ,$22.24,7.856%,2023-06-27 20:16:06.697
CARM,Carisma Therapeutics Inc. Common Stock,$7.85,-3.563%,2023-06-27 20:16:06.697
CARR,Carrier Global Corporation Common Stock ,$49.49,1.768%,2023-06-27 20:16:06.697
CARS,Cars.com Inc. Common Stock ,$19.17,5.912%,2023-06-27 20:16:06.697
CARV,Carver Bancorp Inc. Common Stock,$2.84,-1.73%,2023-06-27 20:16:06.697
CASA,Casa Systems Inc. Common Stock,$1.16,-1.695%,2023-06-27 20:16:06.697
CASH,Pathward Financial Inc. Common Stock,$45.78,2.142%,2023-06-27 20:16:06.697
CASI,CASI Pharmaceuticals Inc. Ordinary Shares,$2.73,-3.191%,2023-06-27 20:16:06.697
CASS,Cass Information Systems Inc Common Stock,$38.31,-1.008%,2023-06-27 20:16:06.697
CASY,Casey's General Stores Inc. Common Stock,$227.73,2.094%,2023-06-27 20:16:06.697
CAT,Caterpillar Inc. Common Stock,$240.69,1.578%,2023-06-27 20:16:06.697
CATC,Cambridge Bancorp Common Stock,$54.13,-3.01%,2023-06-27 20:16:06.697
CATO,Cato Corporation (The) Class A Common Stock,$8.16,1.746%,2023-06-27 20:16:06.697
CATX,Perspective Therapeutics Inc. Common Stock,$0.6531,-1.789%,2023-06-27 20:16:06.697
CATY,Cathay General Bancorp Common Stock,$32.27,1.128%,2023-06-27 20:16:06.697
CAVA,CAVA Group Inc. Common Stock,$45.55,6.95%,2023-06-27 20:16:06.697
CB,Chubb Limited  Common Stock,$189.75,-0.54%,2023-06-27 20:16:06.697
CBAN,Colony Bankcorp Inc. Common Stock,$9.575,0.262%,2023-06-27 20:16:06.697
CBAT,CBAK Energy Technology Inc. Common Stock,$1.27,-2.308%,2023-06-27 20:16:06.697
CBAY,CymaBay Therapeutics Inc. Common Stock,$7.47,-0.797%,2023-06-27 20:16:06.697
CBD,Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share,$3.25,-4.971%,2023-06-27 20:16:06.697
CBFV,CB Financial Services Inc. Common Stock,$20.22,-1.845%,2023-06-27 20:16:06.697
CBH,Virtus Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,$8.65,0.348%,2023-06-27 20:16:06.697
CBIO,Catalyst Biosciences Inc. Common Stock,$0.3268,4.71%,2023-06-27 20:16:06.697
CBL,CBL & Associates Properties Inc. Common Stock,$22.12,0.729%,2023-06-27 20:16:06.697
CBNK,Capital Bancorp Inc. Common Stock,$17.90,-1.105%,2023-06-27 20:16:06.697
CBOE,Cboe Global Markets Inc. Common Stock,$134.09,0.254%,2023-06-27 20:16:06.697
CBRE,CBRE Group Inc Common Stock Class A,$77.97,3.19%,2023-06-27 20:16:06.697
CBRG,Chain Bridge I Class A Ordinary Shares,$10.48,0.00%,2023-06-27 20:16:06.697
CBRGU,Chain Bridge I Units,$10.52,-0.381%,2023-06-27 20:16:06.697
CBRGW,Chain Bridge I Warrants,$0.053,-35.913%,2023-06-27 20:16:06.697
CBRL,Cracker Barrel Old Country Store Inc Common Stock,$94.23,1.738%,2023-06-27 20:16:06.697
CBSH,Commerce Bancshares Inc. Common Stock,$47.11,1.029%,2023-06-27 20:16:06.697
CBT,Cabot Corporation Common Stock,$65.00,0.682%,2023-06-27 20:16:06.697
CBU,Community Bank System Inc. Common Stock,$47.70,1.274%,2023-06-27 20:16:06.697
CBUS,Cibus Inc. Class A Common Stock,$10.00,-22.958%,2023-06-27 20:16:06.697
CBZ,CBIZ Inc. Common Stock,$52.74,0.285%,2023-06-27 20:16:06.697
CC,Chemours Company (The) Common Stock,$34.91,2.225%,2023-06-27 20:16:06.697
CCAI,Cascadia Acquisition Corp. Class A Common Stock,$11.00,0.00%,2023-06-27 20:16:06.697
CCAIU,Cascadia Acquisition Corp. Unit,$10.53,0.00%,2023-06-27 20:16:06.697
CCAIW,Cascadia Acquisition Corp. Warrant,$0.0476,23.316%,2023-06-27 20:16:06.697
CCAP,Crescent Capital BDC Inc. Common stock,$14.79,1.163%,2023-06-27 20:16:06.697
CCB,Coastal Financial Corporation Common Stock,$37.70,1.426%,2023-06-27 20:16:06.697
CCBG,Capital City Bank Group Common Stock,$30.64,0.789%,2023-06-27 20:16:06.697
CCCC,C4 Therapeutics Inc. Common Stock,$2.75,-0.362%,2023-06-27 20:16:06.697
CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock,$10.99,1.29%,2023-06-27 20:16:06.697
CCD,Calamos Dynamic Convertible & Income Fund Common Stock,$21.60,2.37%,2023-06-27 20:16:06.697
CCEL,Cryo-Cell International Inc. Common Stock,$6.24,4.00%,2023-06-27 20:16:06.697
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,$64.75,1.077%,2023-06-27 20:16:06.697
CCF,Chase Corporation Common Stock,$120.83,-0.527%,2023-06-27 20:16:06.697
CCI,Crown Castle Inc. Common Stock,$111.36,0.514%,2023-06-27 20:16:06.697
CCJ,Cameco Corporation Common Stock,$29.58,-1.103%,2023-06-27 20:16:06.697
CCK,Crown Holdings Inc.,$87.43,1.781%,2023-06-27 20:16:06.697
CCL,Carnival Corporation Common Stock,$15.89,8.836%,2023-06-27 20:16:06.697
CCLD,CareCloud Inc. Common Stock,$2.87,0.35%,2023-06-27 20:16:06.697
CCLDO,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock,$22.23,0.00%,2023-06-27 20:16:06.697
CCLDP,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,$27.01,-0.516%,2023-06-27 20:16:06.697
CCLP,CSI Compressco LP Common Units,$1.1146,-2.228%,2023-06-27 20:16:06.697
CCM,Concord Medical Services Holdings Limited ADS (Each represents three ordinary shares),$1.42,0.709%,2023-06-27 20:16:06.697
CCNE,CNB Financial Corporation Common Stock,$17.85,1.478%,2023-06-27 20:16:06.697
CCNEP,CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,$21.4455,-0.021%,2023-06-27 20:16:06.697
CCO,Clear Channel Outdoor Holdings Inc. Common Stock,$1.37,3.008%,2023-06-27 20:16:06.697
CCOI,Cogent Communications Holdings Inc.,$66.82,2.124%,2023-06-27 20:16:06.697
CCRD,CoreCard Corporation Common Stock,$24.67,-0.884%,2023-06-27 20:16:06.697
CCRN,Cross Country Healthcare Inc. Common Stock $0.0001 Par Value,$26.76,-0.149%,2023-06-27 20:16:06.697
CCS,Century Communities Inc. Common Stock,$74.37,3.811%,2023-06-27 20:16:06.697
CCSI,Consensus Cloud Solutions Inc. Common Stock,$30.35,0.63%,2023-06-27 20:16:06.697
CCTS,Cactus Acquisition Corp. 1 Limited Class A Ordinary Share,$10.59,0.00%,2023-06-27 20:16:06.697
CCU,Compania Cervecerias Unidas S.A. Common Stock,$15.84,-1.615%,2023-06-27 20:16:06.697
CCV,Churchill Capital Corp V Class A Common Stock,$10.1538,0.136%,2023-06-27 20:16:06.697
CCVI,Churchill Capital Corp VI Class A Common Stock,$10.32,0.00%,2023-06-27 20:16:06.697
CCZ,Comcast Holdings ZONES,$58.50,2.993%,2023-06-27 20:16:06.697
CD,Chindata Group Holdings Limited American Depositary Shares,$7.25,0.416%,2023-06-27 20:16:06.697
CDAQ,Compass Digital Acquisition Corp. Class A Ordinary Shares,$10.34,0.00%,2023-06-27 20:16:06.697
CDAQU,Compass Digital Acquisition Corp. Unit,$10.38,0.192%,2023-06-27 20:16:06.697
CDAQW,Compass Digital Acquisition Corp. Warrant,$0.1488,-1.976%,2023-06-27 20:16:06.697
CDAY,Ceridian HCM Holding Inc. Common Stock,$65.80,2.381%,2023-06-27 20:16:06.697
CDE,Coeur Mining Inc. Common Stock,$2.79,-4.124%,2023-06-27 20:16:06.697
CDIO,Cardio Diagnostics Holdings Inc. Common stock,$1.1873,-1.058%,2023-06-27 20:16:06.697
CDIOW,Cardio Diagnostics Holdings Inc. Warrant,$0.15,-22.078%,2023-06-27 20:16:06.697
CDLX,Cardlytics Inc. Common Stock,$6.00,2.389%,2023-06-27 20:16:06.697
CDMO,Avid Bioservices Inc. Common Stock,$13.13,-1.942%,2023-06-27 20:16:06.697
CDNA,CareDx Inc. Common Stock,$8.67,3.214%,2023-06-27 20:16:06.697
CDNS,Cadence Design Systems Inc. Common Stock,$228.80,2.596%,2023-06-27 20:16:06.697
CDR^B,Cedar Realty Trust Inc. 7.25% Series B Cumulative Redeemable Preferred Stock,$15.46,7.027%,2023-06-27 20:16:06.697
CDR^C,Cedar Realty Trust Inc. 6.50% Series C Cumulative Redeemable Preferred Stock,$11.66,-0.086%,2023-06-27 20:16:06.697
CDRE,Cadre Holdings Inc. Common Stock,$22.76,5.468%,2023-06-27 20:16:06.697
CDRO,Codere Online Luxembourg S.A. Ordinary Shares,$3.14,3.974%,2023-06-27 20:16:06.697
CDROW,Codere Online Luxembourg S.A. Warrants,$0.15,0.00%,2023-06-27 20:16:06.697
CDTX,Cidara Therapeutics Inc. Common Stock,$1.09,-1.802%,2023-06-27 20:16:06.697
